headline,category,source
Faiz indirimi beklentilerin altında kaldı: Ekonomistler nasıl yorumladı?,Ekonomi,BBC Turkce
Gümüş 95 doları aşarak bir yılda değerini üçe katladı,Ekonomi,BBC Turkce
Altın fiyatı tekrar yükselişte: 2026 için tahminler ne?,Ekonomi,BBC Turkce
Gümüş Grönland geriliminin etkisiyle yeni rekor kırdı,Ekonomi,BBC Turkce
Trump'tan İran'la ticaret yapan ülkelere yüzde 25 ek gümrük vergisi kararı,Ekonomi,BBC Turkce
Türkiye'de neden her altı işsizden sadece biri işsizlik ödeneği alabiliyor?,Ekonomi,BBC Turkce
2026'da emekli aylıkları yaşam maliyetine kıyasla ne seviyede?,Ekonomi,BBC Turkce
ABD müdahalesi Türkiye-Venezuela ilişkilerini nasıl etkiler?,Ekonomi,BBC Turkce
Yurtdışından gümrük işlemsiz internet alışverişi dönemi bitiyor,Ekonomi,BBC Turkce
Bireysel Emeklilik Sistemi'nde devlet katkısı %20'ye düşürüldü,Ekonomi,BBC Turkce
ABD'nin Venezuela operasyonu piyasaları nasıl etkileyecek?,Ekonomi,BBC Turkce
"2025 enflasyonu TÜİK'e göre %30,9 ENAG'a göre %56,1",Ekonomi,BBC Turkce
"Suriye'de yeni banknot dönemi: Esad portresi gitti, sıfırlar atıldı",Ekonomi,BBC Turkce
"Fiyat artışlarından siyasi çıkmaza, İran'daki sokak protestolarının nedenleri",Ekonomi,BBC Turkce
"2026'da Türkiye ekonomisinde kur, enflasyon, büyüme tahminleri neler?",Ekonomi,BBC Turkce
2025'te hangi ödeme şirketleri hakkında soruşturma açıldı?,Ekonomi,BBC Turkce
Asgari ücret 28 bin 75 lira oldu,Ekonomi,BBC Turkce
Parfüm fabrikası yangını iddianamesi: 'Öngörülebilir ve önlenebilirdi',Ekonomi,BBC Turkce
Merkez Bankası faizi %38'e indirdi: Ekonomistler nasıl yorumladı?,Ekonomi,BBC Turkce
"Peru, devasa çölü nasıl büyük bir tarım merkezine dönüştürdü?",Ekonomi,BBC Turkce
Fed faiz indirdi; ileriye dönük gevşeme beklentilerini düşürdü,Ekonomi,BBC Turkce
"'Vatandaşlık maaşında hedef 2027, birkaç ilde pilot uygulama seneye başlıyor'",Ekonomi,BBC Turkce
Kamu yöneticilerine seyyanen 30 bin TL zam teklifi komisyonda kabul edildi,Ekonomi,BBC Turkce
"TÜİK'e göre kasım ayında yıllık enflasyon yüzde 31,07",Ekonomi,BBC Turkce
"'Emeklilikten Sonra Tekrar Çalışma' sistemi nedir, değişiklik bekleniyor mu?",Ekonomi,BBC Turkce
"Kaçakçılık, casusluk, sabotaj: Rusya 'gölge filosuyla' Batı yaptırımlarını nasıl aşıyor?",Ekonomi,BBC Turkce
Altın fiyatları neden yeniden yükselişte?,Ekonomi,BBC Turkce
Tesla hissedarları Elon Musk'a bir trilyon dolarlık maaş paketini onayladı,Ekonomi,BBC Turkce
"Yuvarlak yataklar, erotik tablolar kalktı: Brezilya'nın seks motelleri COP30'a hazırlanıyor",Ekonomi,BBC Turkce
Trump yönetimi gıda yardımlarını ödemek için acil durum fonunu kullanacak,Ekonomi,BBC Turkce
"Ekim ayı enflasyonu TÜİK'e göre %32,87, ENAG'a göre %60",Ekonomi,BBC Turkce
"Türkiye'de kadın girişimci olmak: Zorluklar, fırsatlar, başarı öyküleri",Ekonomi,BBC Turkce
Trump-Şi görüşmesi: 'Yüksek bahisli kumarı' hangi lider kazanacak?,Ekonomi,BBC Turkce
Türkiye'de internet neden yavaş?,Ekonomi,BBC Turkce
İspanya bastırıyor: AB saatleri değiştirmekten vazgeçecek mi?,Ekonomi,BBC Turkce
Paşinyan: Bugünden itibaren Azerbaycan'dan Türkiye'ye transit taşımacılığa hazırız,Ekonomi,BBC Turkce
Çin'in beş yıllık planları dünyayı nasıl değiştirdi?,Ekonomi,BBC Turkce
Enflasyon 16 ay sonra yükselişe geçti: Ekonomistler nasıl yorumladı?,Ekonomi,BBC Turkce
Fas'ta Z kuşağı protestoları yayılıyor: İki gösterici hayatını kaybetti,Ekonomi,BBC Turkce
"Tamamlayıcı Emeklilik Sistemi nedir, neden tartışılıyor, uygulanabilir mi?",Ekonomi,BBC Turkce
Adnan Menderes: 1961’de idam edilen eski başbakan,Ekonomi,BBC Turkce
"Merkez Bankası faizi yüzde 40,5'e düşürdü",Ekonomi,BBC Turkce
Merkez Bankası'nın faiz kararı günlük yaşamı nasıl etkiliyor?,Ekonomi,BBC Turkce
Yurt dışına çıkış harcına yüzde 40'tan fazla zam: 1000 TL oldu,Ekonomi,BBC Turkce
Orta Vadeli Program Resmi Gazete'de yayımlandı: Enflasyon tahmini yükseldi,Ekonomi,BBC Turkce
"TÜİK'e göre yıllık enflasyon yüzde 32,95, ENAG'a göre yüzde 65,49",Ekonomi,BBC Turkce
"Enflasyon nedir, nasıl hesaplanır?",Ekonomi,BBC Turkce
Ekonomistler gümüş ve altının performansını nasıl değerlendiriyor?,Ekonomi,BBC Turkce
Benzine zam geldi: Akaryakıt fiyatları nasıl hesaplanıyor?,Ekonomi,BBC Turkce
"Memur zammı: Hakem Kurulu nedir, geçmişte ne kararlar verdi?",Ekonomi,BBC Turkce
Merkez Bankası Kur Korumalı Mevduat'ı sonlandırdı: Ekonomistler nasıl yorumladı?,Ekonomi,BBC Turkce
Sosyoekonomik açıdan en üst ve en alttaki iller: TÜİK'in verileri ne anlama geliyor?,Ekonomi,BBC Turkce
Yozgat Bira Fabrikası'nın sıradışı hikayesi,Ekonomi,BBC Turkce
Çin'in işsiz gençleri neden iş sahibiymiş gibi davranıyor?,Ekonomi,BBC Turkce
Suriye'de Türk Lirası'nın yaygın kullanımı yeni dönemde ilişkileri nasıl etkiler?,Ekonomi,BBC Turkce
"Temmuz enflasyonu TÜİK'e göre yıllık yüzde 33,5, ENAG'a göre yüzde 65",Ekonomi,BBC Turkce
"Hükümet ve sendikalar uzlaştı, kamu işçilerinin zam oranı belli oldu",Ekonomi,BBC Turkce
Trump'tan ek gümrük tarifeleri: 'Türkiye avantajlı ülkeler arasında kalacak',Ekonomi,BBC Turkce
Trump Rusya'ya ikincil gümrük vergisi tehdidini 8 Ağustos'a çekti: Türkiye nasıl etkilenebilir?,Ekonomi,BBC Turkce
48 savaş uçağı satış sözleşmesi imzalandı: Türkiye ve Endonezya nasıl stratejik ortak oldu?,Ekonomi,BBC Turkce
Merkez Bankası faizi beklentilerin üstünde indirimle yüzde 43'e çekti,Ekonomi,BBC Turkce
Bitcoin tüm zamanların rekorunu kırdı: Artışın arkasında ne var?,Ekonomi,BBC Turkce
Hindistan'da Türkiye boykotu: Çelebi lisans iptaline karşı açtığı davayı kaybetti,Ekonomi,BBC Turkce
Memur ve emekli maaşlarına yapılacak enflasyon farkı zammı belli oldu,Ekonomi,BBC Turkce
"Haziran enflasyonu TÜİK'e göre yıllık yüzde 35, ENAG'a göre yüzde 69",Ekonomi,BBC Turkce
NATO'nun savunma harcamalarını artırma kararı Türkiye ekonomisini nasıl etkileyebilir?,Ekonomi,BBC Turkce
ABD'den Hürmüz Boğazı uyarısı: 'Kapatılması ekonomik intihar olur',Ekonomi,BBC Turkce
Merkez Bankası kararını açıkladı: Faiz %46'da sabit tutuldu,Ekonomi,BBC Turkce
Trump G7 zirvesini yarıda kesti: 'Bariz sebeplerden erken dönmem gerek',Ekonomi,BBC Turkce
Trump ABD dolarının değer kaybetmesini mi istiyor?,Ekonomi,BBC Turkce
Uzmanlar altına yatırım konusunda ne diyor?,Ekonomi,BBC Turkce
İsrail'in İran'a saldırıları altın ve petrol fiyatlarını nasıl etkileyebilir?,Ekonomi,BBC Turkce
Lamine Yamal'ın bonservisi nasıl 460 milyon dolar olarak belirlenebildi?,Ekonomi,BBC Turkce
"Mayıs'ta yıllık enflasyon TÜİK'e göre yüzde 35,41; ENAG'a göre yüzde 71,23 oldu",Ekonomi,BBC Turkce
"MÜSİAD Türkiye ekonomisinin gidişatını nasıl değerlendiriyor, beklentileri neler?",Ekonomi,BBC Turkce
"Asgari ücrete ara zam: İktidar,  muhalefet, sendikalar ve uzmanlar ne diyor?",Ekonomi,BBC Turkce
"Elon Musk, Beyaz Saray'daki görevinden ayrılacağını açıkladı",Ekonomi,BBC Turkce
Güneydoğu ve Doğu Anadolu'da yeni süreçten ekonomik beklentiler neler?,Ekonomi,BBC Turkce
Kadınların daha çok kazanması erkeklerin özgüvenini neden etkiliyor?,Ekonomi,BBC Turkce
Trump yüzde 50 vergi tehdidi sonrası AB'ye tanıdığı süreyi 9 Temmuz'a uzattı,Ekonomi,BBC Turkce
"İkinci Enflasyon Raporu: 'Rakamlar sabit, mesajlar kırılgan'",Ekonomi,BBC Turkce
Katolik Kilisesi ne kadar zengin ve bu servet nereden geliyor?,Ekonomi,BBC Turkce
Güney Kore'de hiç çalışanı olmayan mağazaların sayısı neden artıyor?,Ekonomi,BBC Turkce
Önümüzdeki yıllar gıda fiyatlarının rekor kıracağı bir dönem mi olacak?,Ekonomi,BBC Turkce
Türkiye'de gram altın fiyatı nasıl belirleniyor?,Ekonomi,BBC Turkce
"TÜİK'e göre Nisan ayı enflasyonu yıllık bazda yüzde 37,86: Ekonomistler nasıl yorumluyor?",Ekonomi,BBC Turkce
"Türkiye'nin 'stratejik ortak' olduğu Üç Deniz Girişimi nedir, neden önemli?",Ekonomi,BBC Turkce
Dünya çapında herkese karşılıksız gelir yardımı yapılabilir mi?,Ekonomi,BBC Turkce
Çin'in iyi niyet gösterileri Asya'yı nasıl değiştiriyor?,Ekonomi,BBC Turkce
Faiz artırımlarından sonra Türkiye'de muhtemel ekonomik senaryolar neler?,Ekonomi,BBC Turkce
Altında yeni rekor: Yükselişin nedeni ne?,Ekonomi,BBC Turkce
"Trump'ın faiz eleştirisi borsaları düşürdü, altın yeni rekor kırdı",Ekonomi,BBC Turkce
"'Trump'a fısıldayan' İtalya lideri Meloni, AB ile ABD arasında köprü olabilir mi?",Ekonomi,BBC Turkce
"Zirai don hangi ürünleri etkiledi, çiftçilerin zararı ne olacak?",Ekonomi,BBC Turkce
Merkez Bankası politika faizini yüzde 46'ya yükseltti,Ekonomi,BBC Turkce
Trump'tan akıllı telefonlara vergi muafiyetinden geri adım,Ekonomi,BBC Turkce
Finansal çalkantı ortamında altın gerçekten güvenli liman mı?,Ekonomi,BBC Turkce
Almanya'da yeni koalisyon hükümetinin öncelikleri neler?,Ekonomi,BBC Turkce
Çin ve ABD ticaret savaşının etkileri ne olur?,Ekonomi,BBC Turkce
Küresel piyasalarda çalkalanma Türkiye'yi nasıl etkileyebilir?,Ekonomi,BBC Turkce
"Asya, Avrupa ve ABD piyasaları düşerken Trump vergileri savundu: 'Bunun için seçildim'",Ekonomi,BBC Turkce
Heard ve McDonald Adaları: Trump'ın gümrük vergileriyle hedef aldığı penguen ve fokların yuvası,Ekonomi,BBC Turkce
Çin'den Washington'a gümrük vergisi misillemesi,Ekonomi,BBC Turkce
Trump'ın gümrük vergileri Türkiye'yi nasıl etkileyebilir?,Ekonomi,BBC Turkce
"Mart'ta yıllık enflasyon TÜİK'e göre yüzde 38,1, ENAG'a göre yüzde 75,20 oldu",Ekonomi,BBC Turkce
"2 Nisan tüketim boykotu: Özgür Özel, 'Milletin adayını hapse atmak neymiş iktidar anlayacak' dedi",Ekonomi,BBC Turkce
Ekrem İmamoğlu'nun tutuklanması ekonomiye nasıl etki edebilir?,Ekonomi,BBC Turkce
"Dolar, Euro ve piyasalar güne nasıl başladı?",Ekonomi,BBC Turkce
Türkiye'deki emekli maaşları dünyanın geri kalanına kıyasla ne durumda?,Ekonomi,BBC Turkce
Borsa İstanbul'da düşüş: Piyasaları ne bekliyor?,Ekonomi,BBC Turkce
Dolar ve euro güne nasıl başladı?,Ekonomi,BBC Turkce
Dünya Mutluluk Raporu: Türkiye 94. sıraya yükseldi,Ekonomi,BBC Turkce
Piyasalar Trump'ı neden sevmedi?,Ekonomi,BBC Turkce
ByBit soygunu: Kuzey Koreli hacker grubu 300 milyon doları nakite çevirmeyi başardı,Ekonomi,BBC Turkce
ABD'nin kendi madenleri varken Trump neden Ukrayna'nınkileri istiyor?,Ekonomi,BBC Turkce
"Şubat enflasyonu TÜİK'e göre yıllık yüzde 39, ENAG'a göre yüzde 79",Ekonomi,BBC Turkce
TÜSİAD'ın hükümete eleştirilerine Erdoğan'dan yanıt: 'Hadlerini aştılar',Ekonomi,BBC Turkce
"Arjantin Cumhurbaşkanı Milei, kripto para skandalı nedeniyle yöneltilen yolsuzluk iddialarını redetti",Ekonomi,BBC Turkce
Santorini: Ege'de deprem fırtınası turizmi nasıl etkileyebilir?,Ekonomi,BBC Turkce
İspanya ekonomisi Avrupa'nın büyüme lokomotifi haline nasıl geldi?,Ekonomi,BBC Turkce
ABD: Elon Musk'ın başında olduğu DOGE'nin Hazine Bakanlığı verilerine erişimi engellendi,Ekonomi,BBC Turkce
"Merkez Bankası yıl sonu enflasyon tahminini neden yükseltti, tepkiler ne oldu?",Ekonomi,BBC Turkce
"ABD gümrük vergisiyle belirsizlik yaratıyor, Çin fırsatı değerlendiriyor",Ekonomi,BBC Turkce
"Meksika ve Kanada'ya yönelik gümrük vergileri ertelendi, Çin ABD'ye vergi açıkladı",Ekonomi,BBC Turkce
ABD'nin petrol yaptırımları Rusya ve İran üzerinde nasıl bir baskı kuruyor?,Ekonomi,BBC Turkce
"Çin, NATO, AB: Trump'ın yeni döneminde ekonomi ve jeopolitik nasıl şekillenecek?",Ekonomi,BBC Turkce
AB-MERCOSUR serbest ticaret anlaşması Türkiye'yi nasıl etkileyecek?,Ekonomi,BBC Turkce
"AB, Suriye ile yeni sayfa açıyor: Yaptırımlara şartlı gevşetme",Ekonomi,BBC Turkce
Emekli ve memur maaşlarına getirilen zamlar neden eleştiriliyor?,Ekonomi,BBC Turkce
"Merkez Bankası politika faizini yüzde 45'e indirdi, karar ne anlama geliyor?",Ekonomi,BBC Turkce
Bitcoin'den yeni rekor: 110 bin doların üzerine çıktı,Ekonomi,BBC Turkce
Trump'ın politikalarını hayata geçirecek 10 isim,Ekonomi,BBC Turkce
Berlin'in ünlü gece kulüplerinin sonu mu geliyor?,Ekonomi,BBC Turkce
Trump'ın ikinci döneminde küresel ekonomiyi neler bekliyor?,Ekonomi,BBC Turkce
Çin'de ekonomiyi canlandırma tedbiri: Eski ev eşyasını getirene indirimli satış,Ekonomi,BBC Turkce
"Çin'in iyi eğitimli gençleri neden işçi, şoför ve figüran olarak çalışıyor?",Ekonomi,BBC Turkce
"Aralık enflasyonu TÜİK'e göre yıllık yüzde 44,38, ENAG'a göre yüzde 83,40",Ekonomi,BBC Turkce
2025'te ekonomide bizi neler bekliyor?,Ekonomi,BBC Turkce
"2024'te neler oldu, BBC Türkçe'de en çok hangi haberler okundu?",Ekonomi,BBC Turkce
2024: Gıda enflasyonu hangi yemeğin maliyetini nasıl etkiledi?,Ekonomi,BBC Turkce
Gıda fiyatlarının son 4 yıldaki artışını yemek tarifleriyle inceleyin,Ekonomi,BBC Turkce
Asgari ücret: Protesto kararı alan CHP'nin eylem planında ne var?,Ekonomi,BBC Turkce
Asgari ücret 22 bin 104 lira: Muhalefet ve ekonomistler ne diyor?,Ekonomi,BBC Turkce
2024: Beş ekonomiste göre Türkiye ekonomisine yön veren beş gelişme,Ekonomi,BBC Turkce
"Enerji Bakanı Bayraktar: Türkiye, ABD'nin Rus Gazprombank'a uyguladığı yaptırımlardan muaf tutulacak",Ekonomi,BBC Turkce
Kasım ayı enflasyonu TÜİK'e göre yıllık yüzde 47: Ekonomistler nasıl değerlendirdi?,Ekonomi,BBC Turkce
Black Friday (Kara Cuma): Büyük indirim ve alışveriş günü geleneği nasıl başladı?,Ekonomi,BBC Turkce
Sahte dolar iddialarıyla ilgili neler biliniyor?,Ekonomi,BBC Turkce
Yeniden değerleme oranı belirlendi: Vergi ve harçlar ne kadar artacak?,Ekonomi,BBC Turkce
Türkiye'de protestolarla karşılanan Kathrin gemisi neden tartışılıyor?,Ekonomi,BBC Turkce
İzmir'de bir evde çıkan yangında yaşamını yitiren 5 kardeş defnedildi,Ekonomi,BBC Turkce
"Trump'ın başkan seçilmesiyle Bitcoin'de yeni rekor, Dogecoin'de büyük artış",Ekonomi,BBC Turkce
Trump’ın zaferi Türkiye ekonomisini nasıl etkileyecek?,Ekonomi,BBC Turkce
"ABD Seçimleri 2024: Dolar yükseliyor, TL kuru yatay seyrediyor",Ekonomi,BBC Turkce
Bitcoin'in gerçek mucidinin kim olduğunu öğrenebilecek miyiz?,Ekonomi,BBC Turkce
Rusya’da tereyağı fiyatlarının artması üzerine hırsızlıklar başladı,Ekonomi,BBC Turkce
Bitcoin'in değeri rekor seviyeye yaklaştı,Ekonomi,BBC Turkce
Asgari ücret: İktisatçılar zam hesabıyla ilgili neden endişeli?,Ekonomi,BBC Turkce
İsrail ekonomisi savaştan nasıl etkileniyor?,Ekonomi,BBC Turkce
BM'ye göre Gazze ekonomisinin yeniden inşası 350 yıl sürebilir,Ekonomi,BBC Turkce
BRICS: Putin ve Erdoğan zirvenin ikinci gününde görüşecek,Ekonomi,BBC Turkce
Kredi kartı limitinden 750 TL kesinti öngören teklif ertelendi,Ekonomi,BBC Turkce
2024 Nobel Ekonomi Ödülü'nü kazanan Daron Acemoğlu kimdir?,Ekonomi,BBC Turkce
Maliye'den binlerce büyük şirkete vergi denetimi: '23 milyar liralık eksik beyan belirlendi',Ekonomi,BBC Turkce
Türkiye’deki kayıtlı Suriyelilerin sayısı neden azalıyor?,Ekonomi,BBC Turkce
Merkez Bankası faiz indirimlerine ne zaman başlar?,Ekonomi,BBC Turkce
"Enflasyon, uzun zaman sonra politika faizinin altına indi",Ekonomi,BBC Turkce
"Petrol fiyatları, İran'ın İsrail'e saldırmasıyla yükseldi",Ekonomi,BBC Turkce
Çin merkezli otomotiv devi Chery'nin Türkiye yatırımı hakkında neler biliniyor?,Ekonomi,BBC Turkce
Merkez Bankası politika faizini Eylül'de yüzde 50'de sabit tuttu,Ekonomi,BBC Turkce
Türkiye'deki Afganlarla ilgili neler biliniyor? Afgan çoban tartışması neden gündemde?,Ekonomi,BBC Turkce
"FED, politika faizini dört yıl sonra ilk kez düşürdü",Ekonomi,BBC Turkce
"BRICS: Hangi ülkeler üye, grubun amacı ne?",Ekonomi,BBC Turkce
Rusya: Türk bankalar Moskova ila çalışan firmaları gittikçe daha fazla 'zorluyor',Ekonomi,BBC Turkce
"Türkiye’de çiftçilerin kriz yılı: Neden dertliler, sorunları nasıl çözülebilir?",Ekonomi,BBC Turkce
Ekonomistler yıllık enflasyondaki 10 puanlık düşüşü nasıl yorumladı?,Ekonomi,BBC Turkce
Türkiye'nin Latin Amerika atağı: Ekonomik ve diplomatik ilişkiler nasıl gelişti?,Ekonomi,BBC Turkce
"Türk Lirası neden değer kaybediyor, düşüş sürer mi?",Ekonomi,BBC Turkce
Konkordato ilan eden şirketlerin sayısı neden giderek artıyor?,Ekonomi,BBC Turkce
"Kanada, Çin üretimi elektrikli araçlara yüzde 100 gümrük vergisi uygulayacak",Ekonomi,BBC Turkce
Starbucks’ın yeni CEO’sunun evden işe özel jet ile gidecek olması tartışma yarattı,Ekonomi,BBC Turkce
Kargo ile yurt dışından alışverişe vergi zammı yürürlükte: Tüketicileri nasıl etkileyecek?,Ekonomi,BBC Turkce
"Merkez Bankası faiz kararı ne anlama geliyor, enflasyon beklentileri bize ne söylüyor?",Ekonomi,BBC Turkce
"Çin'in Türkiye'deki varlığı artıyor mu, Uygur meselesi gündemden düştü mü?",Ekonomi,BBC Turkce
Libya’da kaçırılan merkez bankası yetkilisi serbest bırakıldı,Ekonomi,BBC Turkce
Limon fiyatları neden çok yükseldi?,Ekonomi,BBC Turkce
Küresel piyasalar dünkü fırtınanın ardından bugün sakinledi,Ekonomi,BBC Turkce
SADAT’ın kurucusu Adnan Tanrıverdi'nin cenaze törenine AKP’den birçok isim katıldı,Ekonomi,BBC Turkce
Türkiye’de turizm sektörü canlandı mı durgunluk mu yaşıyor?,Ekonomi,BBC Turkce
"Vergi paketi yürürlüğe girdi, en düşük emekli aylığı 12 bin 500 liraya çıkarıldı: Yeni kanun neler öngörüyor?",Ekonomi,BBC Turkce
Depo kiralama işi neden yükselişe geçti?,Ekonomi,BBC Turkce
Bangladeş'te 'kayırmacılık' protestolarında en az 150 kişi öldü,Ekonomi,BBC Turkce
Ekonomide uygulanan ‘ortodoks politikalar’ işe yarıyor mu?,Ekonomi,BBC Turkce
Merkez Bankası politika faizini Temmuz'da yüzde 50'de sabit tuttu,Ekonomi,BBC Turkce
En düşük emekli maaşının 12 bin 500 lira olmasını içeren kanun teklifi komisyonda kabul edildi,Ekonomi,BBC Turkce
Rusya uluslararası ödeme sorunlarını kripto paralarla aşmak istiyor,Ekonomi,BBC Turkce
Dolar/TL kuru 33'e ulaşarak rekor tazeledi,Ekonomi,BBC Turkce
"Asgari kurumlar vergisi nedir, hangi ülkelerde uygulanıyor?",Ekonomi,BBC Turkce
"AKP'de en düşük emekli maaşı için toplantı: Asgari ücrete ara zam yok, vergi paketi kademeli olarak Meclis’e gelecek",Ekonomi,BBC Turkce
"TÜİK madde fiyatları neden tartışılıyor, kurum ne diyor?",Ekonomi,BBC Turkce
Merkez Bankası Başkanı Fatih Karahan Reuters'a konuştu: 'Enflasyon için tek veri üzerinden çıkarım yapmak sağlıklı olmaz',Ekonomi,BBC Turkce
Yunanistan'da bazı şirketler altı gün çalışmaya geçiyor,Ekonomi,BBC Turkce
Memur ve emekli maaşları yılın ikinci yarısında ne kadar artacak?,Ekonomi,BBC Turkce
"İran'da cumhurbaşkanı seçimi: Reformcu aday Pezeşkiyan, tepkili seçmenleri sandığa çekebilecek mi?",Ekonomi,BBC Turkce
"Kripto varlık piyasası, yeni düzenlemeden nasıl etkilenecek?",Ekonomi,BBC Turkce
Türkiye gri listeden çıkarıldı: Mali Eylem Görev Gücü’nün kararı ne anlama geliyor?,Ekonomi,BBC Turkce
İtalya’da Milano Borsası çalışanları neden ilk kez greve gitti?,Ekonomi,BBC Turkce
İngiltere seçimleri: Rishi Sunak ve Keir Starmer son TV tartışmasında karşı karşıya geldi,Ekonomi,BBC Turkce
"Kenya'da en az 22 kişinin öldüğü protestolardan sonra, Cumhurbaşkanı vergi artışlarını geri çekti",Ekonomi,BBC Turkce
Suudi Arabistan'da bazı inşaat projeleri neden açıklanandan 'daha az iddialı' olacak?,Ekonomi,BBC Turkce
"Nvidia, Microsoft'u geçerek nasıl dünyanın en değerli şirketi oldu?",Ekonomi,BBC Turkce
"Şimşek açıkladı: Yeni vergi paketi geliyor, borsaya vergi ertelendi",Ekonomi,BBC Turkce
G7 Zirvesi'nde Ukrayna ve Gazze konularında hangi gelişmeler bekleniyor?,Ekonomi,BBC Turkce
Erdoğan-Özel görüşmesiyle ilerleyen normalleşme süreci devam eder mi?,Ekonomi,BBC Turkce
Arjantin’de reform paketini protesto edenlerle polis arasında çatışma yaşandı,Ekonomi,BBC Turkce
"ABD, Türkiye’den de kurumları hedef alan yeni Rusya yaptırımlarını açıkladı",Ekonomi,BBC Turkce
ChatGPT'li iPhone'lar: Elon Musk neden tepkili?,Ekonomi,BBC Turkce
"Euro/Dolar paritesi, Avrupa Parlamentosu seçimlerinin ardından son bir ayın en düşük seviyesini gördü",Ekonomi,BBC Turkce
"Starbucks, fiyat artışları ve boykot çağrıları yüzünden zor bir dönem geçiriyor",Ekonomi,BBC Turkce
Mayıs ayı enflasyonu yüzde 75 ile bu yılın en yüksek seviyesine ulaştı,Ekonomi,BBC Turkce
Güney Afrika'da genel seçim: Ülke 30 yıl sonra hala 'ekonomik apartheid' ile mücadele ediyor,Ekonomi,BBC Turkce
"IMF nedir, neden eleştiriliyor?",Ekonomi,BBC Turkce
Merkez Bankası politika faizini yüzde 50'de sabit tuttu,Ekonomi,BBC Turkce
ABD'de fabrika inşaatına yatırımlar Biden döneminde en az üç kat arttı,Ekonomi,BBC Turkce
Doğurganlık hızı rekor seviyeye düştü: TÜİK verileri bize ne söylüyor?,Ekonomi,BBC Turkce
Çin'in enerji ürünlerindeki atılımı küresel bir ticaret savaşına yol açabilir mi?,Ekonomi,BBC Turkce
Kamuda tasarruf: Cezai yaptırımları içeren tedbirler nasıl yorumlandı?,Ekonomi,BBC Turkce
Tayland esrarı yeniden yasaklıyor: Bu karar ekonomiyi nasıl etkileyebilir?,Ekonomi,BBC Turkce
